;id;name;startDate;endDate
7703;60emrd506pmo6weuphwv59brp;2010;2010-04-18Z;2010-10-16Z
7704;cbwhoo9ro9tvfy7e7ls8gvw7p;2009;2009-04-17Z;2009-10-17Z
7705;8nbw3irauut53dibs8o0ega1h;2008;2008-05-02Z;2008-10-18Z
7706;4r5spemlcpp87qofzg38xqg2d;2007;2007-04-28Z;2007-10-20Z
7707;eczitlx71yxwvkabzh4znvm51;2006;2006-04-29Z;2006-10-21Z
7708;axzsf8bfy4yj40ub4w6s78ogl;2005;2005-05-04Z;2005-10-01Z
7709;ci3lo6uzwmlm7yreaapsxtp05;2004;2004-05-06Z;2004-10-02Z
7710;7i85fbj5bdgklvvp3c8bxc2j9;2003;2003-05-16Z;2003-10-18Z
7711;6y2mv8pe4hi7fq3pi1m02qpcl;2002;2002-05-11Z;2002-08-31Z
7712;92jx17iueszehw0hfcrtkgxcl;2001;2001-04-28Z;2001-10-06Z
7713;92m4o8h2eqjh3bw3pntnx2l79;2000;2000-04-28Z;2000-08-20Z
7714;b6ia6p4nd12u3t4uk2tdn13v9;1999;1999-05-02Z;1999-08-14Z
7715;b6jz9t24hysyqrbqwtgxulyol;1998;1998-05-03Z;1998-08-09Z
7716;b6m43ygo2cwzbo6ah1pemindh;1997;1997-04-26Z;1997-08-10Z
7717;b6o5ju21tao43rp26cd5kr3yt;1996;1996-04-27Z;1996-10-12Z
7718;b6styxl2ltsmcufhcer7t8el1;1995;1995-04-29Z;1995-10-15Z
7719;dapoztygywq6gkl182uguk89h;1994;1994-04-23Z;1994-10-08Z
7720;1shfcbqzjewcxqscmv4tfnjmc;2023;2023-04-09Z;2023-10-22Z
7721;d2mc4b9nef48k63m8awzjurkk;2022;2022-03-26Z;2022-10-22Z
7722;ae2yfovibr6u7t4axgclqv7kk;2021;2021-04-17Z;2021-10-02Z
7723;ernq3tms3jzkih6xuf7gs3joq;2020;2020-06-13Z;2020-11-14Z
7724;877vpyl5kufradlt2p2gzxmcq;2019;2019-04-13Z;2019-10-19Z
7725;11rfrkhnsbwk76z7zrff3it0q;2018;2018-04-14Z;2018-10-20Z
7726;3rxsptlk3vf86vhv4xz0f86ax;2017;2017-04-15Z;2017-10-08Z
7727;ebq8ss33d240zopx0sp66vmcp;2016;2016-04-16Z;2016-10-09Z
7728;acy8qo9ywks5h6iymtu4xkatx;2015;2015-04-18Z;2015-10-10Z
7729;1zphje8xkf319nk21emy9rjo3;2014;2014-04-26Z;2014-10-11Z
7730;m9uwo34jsq1zjta0qrpdgozc;2013;2013-04-10Z;2013-10-13Z
7731;a4ppy1xr5rc6k7rxgn42hqz9;2012;2012-04-17Z;2012-10-13Z
7732;9bot7qhkwlsw8sfjrm9jfr07p;2011;2011-04-29Z;2011-10-08Z
7733;41bowq9ftwcyl38m3g8s1z9x;2010;2010-04-24Z;2010-10-09Z
7734;263k1vgvyom47ssqypck5jkr9;2009;2009-04-18Z;2009-10-11Z
7735;dkfmivwph8zxtjz1wmzgcg0yd;2008;2008-04-19Z;2008-10-11Z
7736;4sa2zuxi545r9lz2h1v0cxxp1;2007;2007-04-25Z;2007-10-13Z
7737;9sych1lhs7eh4ryjpgz2w61g5;2006;2006-04-08Z;2006-10-14Z
7738;2snhot8veg6sp77pzqp7ojuok;2024;2024-01-21Z;2024-03-11Z
7739;btd5dk9xytu4ysq19n2m71yxg;2023;2023-01-21Z;2023-03-11Z
7740;70hiig6ghczu91j19ln9i2t5g;2022;2022-01-29Z;2022-03-19Z
7741;6abx09bxdz8wuj9ovv17kkxec;2022/2023;2022-08-27Z;2023-06-03Z
7742;eursd2nv2128e1uq9f43674t0;2021/2022;2021-08-28Z;2022-06-04Z
7743;pe2f5b5u97sdhw3k0j0fqwic;2022/2023;2022-08-20Z;2023-06-04Z
7744;464nguui9yg75cygzkjmo3das;2021/2022;2021-08-21Z;2022-06-05Z
7745;9fgi835o3ztabbqoplazgpkyy;2020/2021;2020-08-29Z;2021-05-16Z
7746;dm0m8b00a1tqyysrngh5l75uy;2019/2020;2019-08-24Z;2020-05-17Z
7747;ey73zqh8qgms6n0zhmyscahd6;2018/2019;2018-08-25Z;2019-06-02Z
7748;5smhl0zxz0e37qr7rnmuuodwq;2017/2018;2017-08-20Z;2018-06-03Z
7749;cke5oe6ljbjwj8h0osls4b4rt;2016/2017;2016-08-20Z;2017-06-04Z
7750;ajycq7phlndgbwf8xfftn1ckp;2015/2016;2015-08-19Z;2016-06-05Z
7751;d3cr9pqqk0ndsj41fdmceax91;2014/2015;2014-08-30Z;2015-06-07Z
7752;cby4e7lweptu693s4zdps4w0t;2013/2014;2013-08-24Z;2014-06-01Z
7753;5j6lmp6mg80d2zhesmm1n6wgl;2012/2013;2012-08-25Z;2013-06-09Z
7754;2uvr1u9r5arfpeaa26pipj2l1;2011/2012;2011-08-27Z;2012-06-03Z
7755;8m7glq8oqp8pa4zmejwm01b10;2022/2023;2023-01-07Z;2023-04-29Z
7756;f5acud288qijj5fcdo8ol946i;2021/2022;2022-01-08Z;2022-05-07Z
7757;891nx0psrrctbnkuodj444aju;2019/2020;2020-01-11Z;2020-03-15Z
7758;596u29rokjaifp6tehlx9tsh6;2018/2019;2019-01-12Z;2019-04-27Z
7759;6ezr7rwzetn4n0xv46k3kybxl;2017/2018;2018-01-31Z;2018-05-08Z
7760;5mssuwfrtuoch8m1ljan7tqzt;2016/2017;2017-01-28Z;2017-05-27Z
7761;2b4o8fxiw5zloqikin5q0p8tl;2015/2016;2016-01-30Z;2016-05-21Z
7762;9qvhm8y9atfzd49aucwsfbyz9;2014/2015;2015-02-07Z;2015-05-30Z
7763;7hmffg4tzuwnzkcdrndh64ix5;2013/2014;2014-02-01Z;2014-05-03Z
7764;ak2quesute0fbctgq92ealc4u;2012/2013;2013-02-09Z;2013-05-31Z
7765;5xgydsrnmck57z38rkuhzmgwk;2022/2023;2022-10-28Z;2023-04-29Z
7766;5gmvyzqhc3ninczuihtfumsyc;2021/2022;2021-11-11Z;2022-05-07Z
7767;2xhy9kw6ljr2bzj23iygtkb56;2020/2021;2020-11-21Z;2021-05-19Z
7768;8qd7ao0411leq6trpn4vooqy2;2019/2020;2019-11-06Z;2020-07-24Z
7769;3cmcldxknd88ouqyntr7d1d9m;2018/2019;2018-11-16Z;2019-04-27Z
7770;b4rjho81fry89lws78h9egxrd;2017/2018;2017-11-10Z;2018-05-08Z
7771;dorjldwo2qp79dy3vrbk0u489;2016/2017;2016-11-11Z;2017-05-27Z
7772;5picfx9azgicl64hz6zciqokp;2015/2016;2015-11-13Z;2016-05-21Z
7773;6xkthjwg6galsf41frww7bkr9;2014/2015;2014-11-15Z;2015-05-30Z
7774;4ny39yrzn8cnol4k0zseuwovw;2013/2014;2013-11-16Z;2014-05-03Z
7775;9iwt6ypyaboo93yd9n4dfe8d1;2012/2013;2012-11-16Z;2013-05-31Z
7776;5nfsamzx47obgvi760xo890wl;2011/2012;2011-11-18Z;2012-04-28Z
7777;bo5qgmut00j04s574bg4l4qmt;2010/2011;2010-11-19Z;2011-05-14Z
7778;5czymoc68aa8jlnzy4xkt2i1h;2009/2010;2009-12-12Z;2010-05-01Z
7779;6mzolpol6cz7agjzq5tljiv2t;2008/2009;2008-12-12Z;2009-05-09Z
7780;cju17vb8f7c3xf3481c2hp68l;2007/2008;2008-02-01Z;2008-05-24Z
7781;2b8kaew4wab9wgdjjml7u81qt;2006/2007;2007-01-05Z;2007-05-12Z
7782;7xaup4xamy9g3c2uml8daxg5;2005/2006;2006-01-06Z;2006-04-29Z
7783;6l7iph6opimz4enje4eq5fr9x;2004/2005;2005-01-07Z;2005-06-04Z
7784;ezn2tdbdnz1xzwgq5epwycefo;2022/2023;2022-12-10Z;2023-05-13Z
7785;1umx9vc3x1netr12ayvn39fkk;2021/2022;2021-12-12Z;2022-05-15Z
7786;c828yaq8l6vkgtev7w92zciz8;2020/2021;2021-01-29Z;2021-01-31Z
7787;bt6kizfmxj6njebyn8ez2mhyi;2019/2020;2019-12-15Z;2020-08-09Z
7788;bywltshmbwz7pirbxbbnie5pm;2018/2019;2018-12-15Z;2019-05-08Z
7789;ab3zqwlskgjbdapzbk853iei1;2017/2018;2018-01-07Z;2018-05-31Z
7790;4p2p4b8w2mw9ecrs6vttmko2x;2016/2017;2017-01-07Z;2017-05-19Z
7791;8c7nct4nkgz7kev3xlhra5bs9;2015/2016;2016-01-09Z;2016-05-15Z
7792;1kffn0lzp348c20ygv68hnt91;2014/2015;2015-01-03Z;2015-04-18Z
7793;9jivl1tefbwfdpjngs8hcmkg9;2013/2014;2014-01-25Z;2014-06-07Z
7794;5h7fvd9yca562g3usrvzs2p3l;2012/2013;2013-01-26Z;2013-06-08Z
7795;b3uktkuzmotiw3mzgdczsduqd;2011/2012;2012-01-28Z;2012-05-13Z
7796;7lz0x8yvcsrlwmtg72f4ggmad;2010/2011;2011-01-29Z;2011-05-21Z
7797;b12jykunwddcl0to997art8t1;2009/2010;2010-01-31Z;2010-05-23Z
7798;d2vdu3ozy20rheqo1o9xuwrf9;2008/2009;2009-03-15Z;2009-06-05Z
7799;4vrrm10i1gqt5vxzi8oeh58t1;2007/2008;2008-02-24Z;2008-06-03Z
7800;bwki7qz57gk6jp9y8ulld21g5;2006/2007;2007-03-17Z;2007-05-12Z
7801;czxqjxwtx5db4ue6obxfuinoq;2019/2020;2019-07-26Z;2020-07-31Z
7802;a3oi5n2d1q1l9l3u2v3snr0iy;2018/2019;2018-08-14Z;2019-03-30Z
7803;alquzwe3xs44jsrcuxyea2w2x;2017/2018;2017-08-08Z;2018-03-31Z
7804;ervni50vtt9bhr0gskskkalt5;2016/2017;2016-08-09Z;2017-04-01Z
7805;911jc7ru2h9rpsokte6nws161;2015/2016;2015-08-11Z;2016-04-23Z
7806;8axthit0bjbak88gc3srr8lat;2014/2015;2014-08-12Z;2015-04-11Z
7807;482u2zzafl24zjrhtf2u590tz;2013/2014;2013-08-06Z;2014-04-19Z
7808;7fovil98o8khll3ckcpci1uxh;2012/2013;2012-08-07Z;2013-04-20Z
7809;dc9j9tayx8s9w9j4evfx7dknp;2011/2012;2011-07-22Z;2012-04-14Z
7810;816f3ojfk61e3ox30g9flsted;2010/2011;2010-07-30Z;2011-04-23Z
7811;6usre6lxb23ufw0b0ibksoa1h;2009/2010;2009-07-25Z;2010-03-27Z
7812;52j06yvze0cumgolg8tl5g4ph;2008/2009;2008-09-03Z;2009-04-25Z
7813;4bhyf6f8dnrkr6yhcz29jk3bp;2007/2008;2007-08-14Z;2008-03-29Z
7814;d4pg0wktrzw9ypq9sejk6or11;2006/2007;2006-08-22Z;2007-03-31Z
7815;3by9rz0j4zud6s9ozpf4by11x;2005/2006;2005-09-20Z;2006-04-22Z
7816;bdytviolgdc03nimfxo6xon9x;2004/2005;2004-10-05Z;2005-04-30Z
7817;ev9wkbz9i3lplkmdzuwszpqms;2022/2023;2022-09-09Z;2023-05-27Z
7818;af9mgvv3b5u3lijnp1n3dwahg;2021/2022;2021-08-27Z;2022-06-01Z
7819;6gaathg7gwa1ksafiz4ps9rai;2020/2021;2020-09-05Z;2021-06-05Z
7820;4t10bjto1zfc51yrdnyw4m0yy;2019/2020;2019-08-24Z;2020-05-30Z
7821;2ymqh9cm5ovzhjgu89ktxghnu;2018/2019;2018-08-25Z;2019-05-04Z
7822;f5uu0qo897r5ta7fyymgb3zd;2017/2018;2017-09-03Z;2018-05-27Z
7823;eq2eokk5y451rb3grj7pg67s9;2016/2017;2016-09-10Z;2017-05-25Z
7824;1pquw1ynamr622821kx5jbwmh;2015/2016;2015-08-30Z;2016-05-21Z
7825;d09jkjt11c48khu8tilx4vhzp;2014/2015;2014-08-30Z;2015-05-09Z
7826;8wvvuscy5kvvc855jzjgzbl27;2013/2014;2013-08-31Z;2014-06-01Z
7827;3gyq62b7wq3jav9wapbw7e4et;2012/2013;2012-09-09Z;2013-05-26Z
7828;9wnkrmzdd90xsg9g18c1rlsyd;2011/2012;2011-09-03Z;2012-06-03Z
7829;dci0g6g0o5fk6kvvy8htmiuhh;2010/2011;2010-09-04Z;2011-05-29Z
7830;439e51rud76xfbeuksgriindh;2009/2010;2009-09-27Z;2010-06-13Z
7831;2b280vdwc5n300a3tul65tmmt;2008/2009;2008-08-23Z;2009-05-31Z
7832;37s49yqw6ut2x7letecz6vj6d;2007/2008;2007-09-02Z;2008-06-08Z
7833;e4vep5aaam7fl4o014jg2mr4l;2006/2007;2006-09-02Z;2007-06-10Z
7834;chejrhmdneyfgvccg96wemf9x;2005/2006;2005-09-04Z;2006-06-11Z
7835;chd3yzvweo2y8nyn1zyc9m0gl;2004/2005;2004-08-29Z;2005-05-22Z
7836;7loay2dznf6c65rweaw3bd91w;2022/2023;2022-09-10Z;2023-05-28Z
7837;boiy6wrhtc1xkrs652rcrjjtg;2021/2022;2021-09-05Z;2022-05-22Z
7838;85jcnqerxeumbdvahy9b8682y;2020/2021;2020-09-05Z;2021-06-30Z
7839;51678t004zl5z9frsdjcryd7u;2019/2020;2019-09-07Z;2020-05-17Z
7840;2txmyr7x49sx9uvhjpppew7ze;2018/2019;2018-09-02Z;2019-04-28Z
7841;781234ptqbm5uujdzs9ci1ko9;2017/2018;2017-09-09Z;2018-05-20Z
7842;b9o5oja4y1l46r3g74u6u9zah;2016/2017;2016-09-10Z;2017-05-28Z
7843;8ecve5731reqk0gj3ei5ee4mh;2015/2016;2015-09-06Z;2016-05-22Z
7844;ey7brws11sghc9z7ufgioke6t;2014/2015;2014-09-14Z;2015-05-24Z
7845;4eqfrjxz3ev57cv0ggne511gy;2013/2014;2013-09-07Z;2014-06-01Z
7846;b3hkpakbcaemyejd2dcgo0rth;2012/2013;2012-09-08Z;2013-05-26Z
7847;bzol4ghp1bags9i8vsupbmled;2011/2012;2011-09-03Z;2012-05-27Z
7848;8sdksnt060f9ytv41o17f6wgl;2010/2011;2010-09-05Z;2011-05-29Z
7849;70gf1nt78nh5gfvijo12ozr9x;2009/2010;2009-09-26Z;2010-06-06Z
7850;2b3vfho1z4x14sp1x5jjwihg5;2008/2009;2008-08-24Z;2009-06-14Z
7851;5d655kpzajuyn9iwyw0dbx7th;2007/2008;2007-09-16Z;2008-06-15Z
7852;e4wpm38f7q5h6cfckdn7thj9x;2006/2007;2006-09-10Z;2007-06-03Z
7853;x1u5li3c99cn5kz37xtj97f9;2005/2006;2005-09-11Z;2006-06-04Z
7854;c13o7w6nujhg49vkxaq9yapcl;2009/2010;2009-03-21Z;2010-05-16Z
7855;19uslyb3py31ybnrse1haphw5;2008/2009;2008-09-14Z;2009-05-24Z
7856;9jw6b9uh1n4yujc9iwqh5fs2d;2007/2008;2007-09-16Z;2008-06-08Z
7857;b5rz3ukb6kvo9m5neiptb0avo;2022/2023;2022-08-05Z;2023-06-03Z
7858;buq1p8cf83xr4f0fygagjxn2s;2021/2022;2021-08-06Z;2022-05-21Z
7859;5rr3izkmap6j5hfen757fq44q;2020/2021;2020-08-21Z;2021-05-23Z
7860;c093mualj8smktf75gtgjn9ey;2019/2020;2019-08-09Z;2020-05-23Z
7861;4k18giivboxtma6ynekjfikbu;2018/2019;2018-08-10Z;2019-05-24Z
7862;d3lrixowmtv80ztzo8xiojo4p;2017/2018;2017-08-04Z;2018-05-19Z
7863;6rvyyqeqqeny81bn7i8to5n8p;2016/2017;2016-08-12Z;2017-05-20Z
7864;brlxd2f3ugnwin00rzc19b2zt;2015/2016;2015-08-07Z;2016-05-14Z
7865;8xa5hhehldhee0ejleunb3pq3;2014/2015;2014-08-08Z;2015-05-23Z
7866;d7f58utocyihx8dtnpb446e64;2013/2014;2013-08-09Z;2014-05-17Z
7867;2yt5wiooio9g2hpegmmk8wjx1;2012/2013;2012-08-10Z;2013-05-26Z
7868;7zvcza0l2vejpgnfte6ugowyd;2011/2012;2011-08-06Z;2012-05-20Z
7869;54clgh6sdh7ifp38mhhzfyqc5;2010/2011;2010-08-07Z;2011-05-29Z
7870;3m6u3j52tmu0ph49a79pbc5at;2009/2010;2009-08-08Z;2010-05-15Z
7871;dgci891a5n85xv625ni4ie8k5;2008/2009;2008-08-09Z;2009-05-30Z
7872;d0jshpqik415a2p5cuvuw5ryt;2007/2008;2007-08-04Z;2008-05-17Z
7873;awwafydcyudcq3tju4bn92jmd;2006/2007;2006-08-04Z;2007-05-26Z
7874;2w2q4ml0pvaem4xu8a2e3wvyt;2005/2006;2005-07-29Z;2006-05-13Z
7875;99c3f982moibh1v8az0tprvf9;2004/2005;2004-08-06Z;2005-05-28Z
7876;chkiweexkysgyseeuhhaduwgl;2003/2004;2003-08-01Z;2004-05-23Z
7877;ci1dkbiiy3coqiqk6td0tx51x;2002/2003;2002-08-02Z;2003-05-24Z
7878;cil9qkyext9u1npb50ohk8bmd;2001/2002;2001-07-27Z;2002-05-04Z
7879;cj5f05i9ekintjcp6z8dztxat;2000/2001;2000-07-28Z;2001-05-19Z
7880;cjohdkbhvhhtf6b8917uz6zmd;1999/2000;1999-07-30Z;2000-05-13Z
7881;ck8d7d9aqrv167oahrucmt51x;1998/1999;1998-08-07Z;1999-05-29Z
7882;ckrg8bkn9k1lusi1d04mywjit;1997/1998;1997-08-01Z;1998-05-09Z
7883;clbcmuvmj3s9fznil289ldxp1;1996/1997;1996-08-11Z;1997-05-24Z
7884;cmoucocz85xla9d7a33sjwel1;1995/1996;1995-07-19Z;1996-05-18Z
7885;em4hmce4la6o1mxydv3pocfdh;1994/1995;1994-07-28Z;1995-05-31Z
7886;9fnagws7im3xgzorfdj2tqfis;2022/2023;2022-07-30Z;2023-06-02Z
7887;9jvocsyhdb3uprn568256c6j8;2021/2022;2021-07-24Z;2022-05-20Z
7888;bgyywjjm7p7iyn18dutrdozfu;2020/2021;2020-08-22Z;2021-05-21Z
7889;26erqt41cr643uy1ubfz3dg8a;2019/2020;2019-07-26Z;2020-05-15Z
7890;5fbic3s9nuuyqvonxawcta1d6;2018/2019;2018-07-27Z;2019-05-24Z
7891;yau3pi6wga6m3d50z8vbc63t;2017/2018;2017-07-28Z;2018-05-20Z
7892;4a0ps3fr23xhhlkik3d6ydwq1;2016/2017;2016-07-29Z;2017-05-19Z
7893;bggeguj6x6ftuu4ixij3m0cfd;2015/2016;2015-07-31Z;2016-05-13Z
7894;49927as4k43vi78jvqhjgpvzk;2014/2015;2014-08-01Z;2015-05-22Z
7895;4pg3d5pt9m3m3nw2f3293iz8o;2013/2014;2013-08-02Z;2014-05-16Z
7896;3dlfpl319dxzm6q76j8wt19sl;2012/2013;2012-07-27Z;2013-05-24Z
7897;zdgex5jy0nnaqj7hwt451xhx;2011/2012;2011-07-29Z;2012-05-18Z
7898;78y8xpf9r5aqye115i1hr69jp;2010/2011;2010-08-06Z;2011-05-27Z
7899;3mau3tysrukw6s4fgfhg5dlud;2009/2010;2009-08-07Z;2010-05-14Z
7900;ew1msjs334hi6nxeo61wt5g5;2008/2009;2008-08-01Z;2009-05-29Z
7901;f4p8rth3qlebirmfn6n3upiol;2007/2008;2007-07-27Z;2008-05-16Z
7902;awyjb1icgasrm3wn2ut5vb2l1;2006/2007;2006-07-28Z;2007-05-25Z
7903;dhkzifaj9hycv8j92zm2dliad;2005/2006;2005-07-29Z;2006-05-12Z
7904;99d6peq85wii7k31zn4kku7dh;2004/2005;2004-08-06Z;2005-05-27Z
7905;62utn0lud9y3xbni87wt12pxx;2003/2004;2003-08-01Z;2004-05-22Z
7906;635b80j05uuq5sd62kglbstsl;2002/2003;2002-08-02Z;2003-05-23Z
7907;7x3u0im7jci05gyrp1jw6v5qt;2001/2002;2001-07-28Z;2002-05-03Z
7908;7xv0n9tlhngtfeog8xv4ii0gl;2000/2001;2000-07-28Z;2001-05-18Z
7909;7yhwygyhjfy7amrdnaizc7g0l;1999/2000;1999-07-31Z;2000-05-20Z
7910;7z4cpdffdbizddinrwmb0939x;1998/1999;1998-08-08Z;1999-05-29Z
7911;800ex7hns3dyffd2nzwadeu39;1997/1998;1997-08-02Z;1998-05-08Z
7912;80pllz9p9lvwkk19divbcyx91;1996/1997;1996-08-10Z;1997-05-24Z
7913;8n7mjmsod21wiorgmeqzxsh2i;1995/1996;1995-07-19Z;1996-05-21Z
7914;2c3gwc7pgad48fmwsob6vzvqi;1994/1995;1994-07-29Z;1995-05-31Z
7915;8bs23mlwcm7vnq1qqgp5c5ze2;1993/1994;1993-07-23Z;1994-05-25Z
7916;1v8cuhx49dnbq7xilfxmsv9jo;2022/2023;2022-08-12Z;2023-05-26Z
7917;68ivuubxe9vx1dfg5bo7b2z9w;2021/2022;2021-08-06Z;2022-05-13Z
7918;6sga7cbkyuo8b7l1g462lt36y;2020/2021;2020-08-21Z;2021-05-15Z
7919;emk6p79sp49kfxxddsqf3wxuy;2019/2020;2019-08-02Z;2020-05-15Z
7920;dg636a9zr9wqa3g7ginc7on6y;2018/2019;2018-08-03Z;2019-05-17Z
7921;837jcdghz460mgu4e6kx47f8p;2017/2018;2017-08-04Z;2018-05-11Z
7922;wfdmfxvi16erta0bmlbdymsp;2016/2017;2016-08-05Z;2017-05-19Z
7923;86cfbm6yaf1aazzz6o2ahahnt;2015/2016;2015-08-07Z;2016-06-03Z
7924;8xj5c0xtq3dpa3ccn7r28phhx;2014/2015;2014-08-08Z;2015-05-22Z
7925;7s4p2ljfh5t20ifx3z00b3gmk;2013/2014;2013-08-09Z;2014-05-23Z
7926;2m82tbf3zaue76iwnuc35kh5h;2012/2013;2012-08-03Z;2013-05-24Z
7927;33r8fbrvpykuyc5emvwihz07p;2011/2012;2011-08-05Z;2012-05-26Z
7928;80w2lul2wcy1cs1ob9eqlcic5;2010/2011;2010-08-06Z;2011-05-27Z
7929;5qensywre7lbt5huknmso8251;2009/2010;2009-08-07Z;2010-05-21Z
7930;6qsrdx41kd3w7g363mtgvb07p;2008/2009;2008-08-01Z;2009-05-29Z
7931;1f14tstizcztrms994tclo53p;2007/2008;2007-08-03Z;2008-05-16Z
7932;9w5a6pk4wpvjbclygukyqnw7p;2006/2007;2006-08-04Z;2007-05-25Z
7933;6h73vtq5at0lm94hx3jji0nh1;2005/2006;2005-08-06Z;2006-05-26Z
7934;99fo0qr8qdwle2qxnltc61xat;2004/2005;2004-08-07Z;2005-05-27Z
7935;f2zcsun3u423qquhvk4malfpx;2003/2004;2003-08-02Z;2004-05-22Z
7936;f329umt25xj74m54jhw6iojx1;2002/2003;2002-08-02Z;2003-05-23Z
7937;f350d8otkho5wqwzqxbknotzp;2001/2002;2001-08-04Z;2002-05-17Z
7938;f37ty55ubxghub6b8gwc63f11;2000/2001;2000-08-05Z;2001-05-18Z
7939;f3b9tn9eok5wy9q7xamchgclx;1999/2000;1999-08-07Z;2000-05-20Z
7940;f3gdvqyj7z0lsx7jx4b133rh1;1998/1999;1998-08-08Z;1999-05-28Z
7941;f3lbyr20royxghzpg1wtkhjh1;1997/1998;1997-08-02Z;1998-05-30Z
7942;b4mhrjw3ih6xjbvox4yjhdqtw;2022/2023;2022-08-20Z;2023-06-03Z
7943;6tk75cbbk8beja6bptlbwe3o4;2021/2022;2021-08-06Z;2022-05-28Z
7944;2pgosq7buoxly8l2tidfmkt4a;2020/2021;2020-08-22Z;2021-06-27Z
7945;67n32mi2o6fpq7fr9r27gqwdm;2019/2020;2019-08-10Z;2020-05-23Z
7946;74m8s8fojpnvebwod2r66oyga;2018/2019;2018-08-11Z;2019-05-25Z
7947;71fpfdtrtis4p9g9mufwjc76y;2017/2018;2017-08-11Z;2018-05-19Z
7948;7pn8j7g108jlk0udm47ja6qcp;2016/2017;2016-08-13Z;2017-05-20Z
7949;ejs6v6dy1y5ta987snwgl7pbd;2015/2016;2015-08-14Z;2016-06-04Z
7950;1lmns4ekozibrzihnes3nmu39;2014/2015;2014-08-15Z;2015-05-23Z
7951;62p310sqbbjonie6e97mrdrvo;2013/2014;2013-08-17Z;2014-05-24Z
7952;5j9o5ax3fenu0zco1vwkn9n85;2012/2013;2012-08-11Z;2013-06-02Z
7953;efy8xvwpfa0jci95nidiz8hcl;2011/2012;2011-08-13Z;2012-06-02Z
7954;n9hzbqgixjcpszsgvemyxf4l;2010/2011;2010-08-07Z;2011-05-28Z
7955;9ei1a0bqjqte3c16y2sloqtp1;2009/2010;2009-08-08Z;2010-05-29Z
7956;2ly3vwt36bbzxwy334wqjmvo5;2008/2009;2008-08-09Z;2009-05-30Z
7957;5nvpscxyvop1oha5vugl2568l;2007/2008;2007-08-11Z;2008-05-24Z
7958;c0hi02ta7y2fi374dkvluylsl;2006/2007;2006-08-05Z;2007-05-26Z
7959;7l5g74qe9hjj1d7w7ysduzqvp;2005/2006;2005-08-06Z;2006-05-27Z
7960;aitg39g3szy9m4udny7p17aj8;2022/2023;2022-08-27Z;2023-06-04Z
7961;4dx2rpb3ff2zlhe2svdkcxi50;2021/2022;2021-08-28Z;2022-06-11Z
7962;1be1t616yh25e2q03fjpy4jmy;2020/2021;2020-08-29Z;2021-06-06Z
7963;f94pi16gcwziw0wwrl5sgfhm;2019/2020;2019-08-17Z;2020-05-24Z
7964;bwiy2ctlovsoi7m5keymssfoq;2018/2019;2018-08-18Z;2019-05-25Z
7965;9higj7loqu7oqtop56dxuzmy1;2017/2018;2017-08-19Z;2018-05-26Z
7966;b22ed0c74517rtpby2uax78q1;2016/2017;2016-08-20Z;2017-05-20Z
7967;eiqbb0fhew084i7bnap9xs8vd;2015/2016;2015-08-22Z;2016-06-04Z
7968;2z9mg0rlmswoi9xl78sae2pqt;2014/2015;2014-08-22Z;2015-05-23Z
7969;8tsvq3uabupw29ud4v7wtamaj;2013/2014;2013-08-24Z;2014-05-24Z
7970;4umnf0igis25qmpmz3y034edx;2012/2013;2012-08-25Z;2013-05-25Z
7971;3jbaxlu2ceekiolarns80muol;2011/2012;2011-08-20Z;2012-06-02Z
7972;2s5nc39g66phe77h144e5vnbp;2010/2011;2010-08-21Z;2011-06-04Z
7973;9xb7adykz25yqer93bh7xxw5;2009/2010;2009-08-15Z;2010-05-29Z
7974;8z3vm1r8dhlrmj1lokhq76pcl;2008/2009;2008-03-04Z;2009-05-30Z
7975;5d3nsrs03ox35gvp3t70h6cb9;2007/2008;2007-08-18Z;2008-05-24Z
7976;atw11riuyq87tq0zaq9vpa0ic;2023/2024;2024-05-26Z;2024-05-29Z
7977;4xqc5ixl7howv7zg2h5cuosus;2021/2022;2022-05-26Z;2022-05-29Z
7978;apufxeeohq5ujvwlb6dn32aui;2020/2021;2021-05-27Z;2021-05-30Z
7979;6se4oghg7hsshetdjkmdu1ene;2018/2019;2019-05-30Z;2019-06-02Z
7980;dtu7eqw0ssuzyqbewruucha09;2017/2018;2018-05-23Z;2018-05-27Z
7981;8u8i1cbrd7gwmskpb4tlv6x9l;2016/2017;2017-05-25Z;2017-05-28Z
7982;ajf69l5zm8a9478eyn1xu1c7o;2023/2024;2024-05-24Z;2024-05-29Z
7983;85mbo8j0ne4v4rtrjzo6408b8;2021/2022;2022-05-24Z;2022-05-29Z
7984;6pbrfdtnxm7jf8bisdxbr5y0a;2020/2021;2021-05-19Z;2021-05-22Z
7985;dnkua2w2dzkh1jvxm118mfvca;2018/2019;2019-05-28Z;2019-06-02Z
7986;1egmdcyz2lw2zvu83nd48u8yx;2017/2018;2018-05-22Z;2018-05-27Z
7987;bsxsrj0oqwy9vqh5zstlgwtex;2016/2017;2017-05-23Z;2017-05-28Z
7988;aqn84agchtmrfxf3f0sz0hp90;2023/2024;2023-08-28Z;2023-08-28Z
7989;6g3ai5f78gehc3rj9pa8c48yy;2022/2023;2022-08-28Z;2022-08-28Z
7990;1xhqmdkr8b5yxr5v0kwlminoq;2019/2020;2019-09-21Z;2019-09-21Z
7991;3b0dpavm34gmuypck2nkqx91w;2023/2024;2023-07-31Z;2023-07-31Z
